id,us_votes,non_us_votes,us_rating,non_us_rating,title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt0972544,"
1,792
","
2,839
",6.3,6.6,Back Roads,2018,"Crime, Drama, Thriller",101,USA,English,Alex Pettyfer,"Tawni O'Dell, Tawni O'Dell",Upturn Productions,"Jennifer Morrison, Nicola Peltz, Juliette Lewis, Robert Patrick, Alex Pettyfer, Tom Everett Scott, Danika Yarosh, Robert Longstreet, Chiara Aurelia, Sky Elobar, Jeff Pope, K.D. O'Hair, June Carryl, Hala Finley, Gavin Warren",6.6,3178,NA,NA,NA,42,47,24
tt0983946,"
5,976
","
16,230
",4.9,4.9,Fantasy Island,2020,"Action, Adventure, Fantasy",109,USA,English,Jeff Wadlow,"Jillian Jacobs, Christopher Roach",Columbia Pictures,"Michael Peña, Maggie Q, Lucy Hale, Austin Stowell, Jimmy O. Yang, Portia Doubleday, Ryan Hansen, Michael Rooker, Parisa Fitz-Henley, Mike Vogel, Kim Coates, Robbie Jones, Jeriya Benn, Charlotte McKinney, Josh McConville",4.9,26823,$ 7000000,$ 26441782,$ 47315959,22,635,154
tt10002654,"
27
","
100
",6.4,6,Pattabhiraman,2019,Drama,139,India,Malayalam,Kannan Thamarakkulam,Dinesh Pallath,Abaam Movies,"Jayaram, Sheelu Abraham, Ali, Aleena Allu, Ambadi, Athul, Baiju, Anil Bhaskar, Dharmajan Bolgatty, Madhuri Braganza, Jayan Cherthala, Devan, Sajeev Elambal, Muhammed Faizal, Gayathri",7,742,NA,NA,$ 11760,NA,31,NA
tt10003008,"
3,663
","
10,393
",5.9,5.6,The Rental,2020,"Horror, Thriller",88,USA,English,Dave Franco,"Dave Franco, Joe Swanberg",Black Bear Pictures,"Dan Stevens, Alison Brie, Sheila Vand, Jeremy Allen White, Toby Huss, Connie Wellman, Chunk, Anthony Molinari, Amity Bacon, Chase Barker, Conor Barker, Kylie Barker, Bryant Brown, Andrew Buchanan, Briana Hutchens",5.7,9453,NA,$ 1561048,$ 2113008,63,233,133
tt10006006,"
663
","
2,174
",5.5,5.2,Un principe per Natale: Royal Baby,2019,"Family, Romance",84,USA,English,John Schultz,"Karen Schaler, Nate Atkins",Netflix,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Kevin Shen, Momo Yeung, Sarah Douglas, Theo Devaney, Richard Ashton, Raj Bajaj, Crystal Yu, Andy Lucas, Tahirah Sharif, John Guerrasio, Joel McVeagh",5.3,3836,NA,NA,NA,NA,38,17
tt10006270,"
7
","
340
",4.7,4.8,Jagtsæson,2019,Comedy,92,Denmark,Danish,Tilde Harkamp,"Claudia Boderke, Lars Mering",Nordisk Film Production,"Rasmus Botoft, Mathias Bøgelund, Mille Dinesen, Lennart Falk, Lado Hadzic, Kristian Halken, Stine Holm Joensen, Morten Brovn Jørgensen, Tommy Kenter, Jon Lange, Martin Bo Lindsten, Felicia Yoko Hessing Lippert, Anders Brink Madsen, Nana Rytter Nielsen, Sussie Nøhr",5.2,316,NA,NA,NA,NA,2,1
tt10008784,"
1,090
","
1,411
",6.9,6.5,Bull,2019,Drama,108,USA,English,Annie Silverstein,"Annie Silverstein, Johnny McAllister",Bert Marcus Productions,"Rob Morgan, Amber Havard, Yolonda Ross, Sara Allbright, Keira Bennett, Steven Boyd, Roishaun Davenport, Karla Garbelotto, Troy Anthony Hogan, Ashton Hughes, Rachel McClure, Reece McClure, Tadarius Billy Miles, Peggy Schott, Lee Stringer",6.7,1531,NA,NA,NA,65,18,51
tt10009030,"
509
","
1,239
",6.3,5.6,Snatchers,2019,"Comedy, Horror, Sci-Fi",96,USA,English,"Stephen Cedars, Benji Kleiman","Stephen Cedars, Benji Kleiman",MAKE GOOD Content,"Mary Nepi, Gabrielle Elyse, J.J. Nolan, Austin Fryberger, Nick Gomez, Rich Fulcher, Ashley Argota, Amy Landecker, Logan Rogan, Alex Skinner, Amy Arburn, Gabriella Gourdin, David H. Stevens, Mark Sande, David Christian Welborn",5.7,2173,NA,NA,NA,NA,51,27
tt10009434,"
21
","
40
",5.8,4.3,Family Obligations,2019,"Comedy, Drama",81,USA,English,Kenneth R. Frank,Kenneth R. Frank,In the Garage Productions,"Chris Mollica, Chandler Rosenthal, Frank Failla, Angelica Adams, Eleanor Brandle-Frank, Peppa Brandle-Frank, Grace Chan, Jerry Colpitts, Vinita Handa-Koller, Virginia Locke, Tucker Maloney, C. Boyd Motley, Brian Silliman",5.2,234,NA,NA,NA,NA,17,13
tt10011336,"
338
","
568
",6.7,6.2,Lucky Grandma,2019,"Comedy, Drama",87,USA,"English, Mandarin, Cantonese",Sasie Sealy,"Angela Cheng, Sasie Sealy",Parris Pictures,"Tsai Chin, Hsiao-Yuan Ha, Michael Tow, Woody Fu, Yan Xi, Wai Ching Ho, Clem Cheung, Eddie Yu, Mason Yam, Lyman Chen, Arden Wolfe, Zilong Zee, Kristen Hung, Emma Hong, Wayne Chang",6.5,496,NA,$ 102000,$ 102000,70,9,34
tt10012964,"
12
","
129
",7.6,7.8,IRIS: A Space Opera by Justice,2019,Music,63,France,English,André Chemetoff,NA,Because,NA,8,256,NA,NA,$ 29080,NA,6,1
tt10015432,"
9
","
37
",8.9,7.2,Forest of the Dead Sharks,2019,"Action, Comedy, Horror",50,Russia,Russian,Sergey A.,Sergey A.,Terra Studio,Sergey A.,7.2,340,RUR 40.00,NA,NA,NA,1,4
tt10015812,"
17
","
60
",7.2,5.8,Death Whisper,2019,Horror,91,"Indonesia, South Korea",Indonesian,Awi Suryadi,"Agasyah Karim, Khalid Kashogi",CJ Entertainment,"Amanda Rawles, Angga Yunanda, Teuku Ryzki, Arya Vasco, Naomi Paulinda, Unique Priscilla, Verdi Solaiman, Dayu Wijanto, Sonia Alyssa, Abarrane Issabeau, Nicolea Anstee, Djihan Ranti Larasati",6.4,146,NA,NA,$ 109845,NA,5,6
tt10016532,"
23
","
154
",6.4,6.4,Ispade Rajavum Idhaya Raniyum,2019,"Drama, Romance",141,India,Tamil,Ranjit Jeyakodi,Ranjit Jeyakodi,Madhav Media,"Harish Kalyan, Shilpa Manjunath, Makapa Anand, Bala Saravanan, Lizzie Antony, Ponvannan, Suresh, Mathew Varghese",6.6,376,NA,NA,$ 9272,NA,10,2
tt10017680,"
53
","
291
",5.6,5.8,'P' fung bou,2019,"Action, Crime",96,"Hong Kong, China","Cantonese, Mandarin",David Lam,"Man-Lung Ho, Ho-Wah Wong",Mandarin Motion Pictures,"Louis Koo, Kevin Cheng, Raymond Lam, Ka Tung Lam, Chrissie Chau, Patrick Tam, Julian Cheung, Kai Chi Liu, Meng Lo, Hoi-Pang Lo, Wai Ai, Babyjohn Choi, Singh Hartihan Bitto, Dada Chan, Man-No Chen",5.9,486,NA,$ 326711,$ 117991727,NA,5,11
tt10017956,"
920
","
1,921
",7.5,6.7,Gone Kesh,2019,"Comedy, Drama",110,India,Hindi,Qasim Khallow,"Sumit Gupt, Qasim Khallow",DNG Films,"Shweta Tripathi, Alisha, Deepika Amin, Malvika Bajaj, Ashish Bhatt, Ashish Bhatt, Riam Biswas, Sandipa Das, Bharti Doshi, Sangeeta Duttaa, Kumar Kanchan Ghosh, Forum Gothecha, Gyaneshwar Gyani, Kalyani Jha, Brijendra Kala",7,1092,NA,NA,NA,NA,15,6
tt10019402,"
23
","
110
",7.7,6.9,Finals,2019,"Drama, Sport",122,India,Malayalam,P.R. Arun,P.R. Arun,Heavenly Movies,"Rajisha Vijayan, Suraj Venjaramoodu, Niranjan, Maniyanpilla Raju, Sona Nair, Tini Tom, Muthumani, Kunchan, Nisthar Sait, Dhruvan",7.3,196,NA,NA,NA,NA,4,2
tt10022384,"
104
","
169
",5.8,5.2,The Protector,2019,"Comedy, Romance",126,"USA, UK",English,Tosca Musk,"Joany Kane, Joany Kane",Passionflix,"Emma Rigby, Rachel Allinson, David Bamber, David Bamber, Louise Bangay, Iris Bjork, Jasmine Blackborow, Lee Byford, Molly Carter, Rosie Cooper, Sara Escriva, Jacey Ethalion, Belle Mary Hithersay, Daniella Isaacs, Diarmaid Murtagh",5.5,401,NA,NA,NA,NA,12,1
tt10022990,"
18
","
82
",5.4,5.1,Seeru,2020,"Action, Drama",123,India,Tamil,"Rathina Shiva, Sami Rajalingam",Rathina Shiva,Vels Film International,"Jiiva, Navdeep, Riya Suman, Varun, Sathish, R.N.R. Manohar",5.4,224,NA,NA,NA,NA,6,3
tt10023024,"
605
","
2,508
",4.4,4.7,Love Aaj Kal,2020,"Drama, Romance",142,India,Hindi,Imtiaz Ali,Imtiaz Ali,The Crew Rajasthan,"Kartik Aaryan, Sara Ali Khan, Randeep Hooda, Arushi Sharma, Siddharth Shaw, Guneet Singh Sodhi, Amrit Arora, Eesh, Vipin Katyal, R. Bhakti Klein, Shweta Padda, Pranati Rai Prakash, Naina Sareen",5,6292,NA,NA,$ 5120794,NA,682,20
tt10023080,"
12
","
57
",6.4,6.8,Nedunalvaadai,2019,Drama,120,India,Tamil,Selvakannan,Selvakannan,B-Star Productions,"Elvis Alexander, Mime Gopi, Aindhu Kovilan, Anjali Nair, Ajay Natraj, 'Poo' Ram, Senthikumari",7.3,157,NA,NA,NA,NA,8,NA
tt10034272,"
37
","
144
",7.4,7.8,Mukherjee Dar Bou,2019,"Drama, Family",127,India,Bengali,Pritha Chakraborty,NA,Windows Production House,"Aparajita Adhya, Koneenica Banerjee, Biswanath Basu, Shankar Chakraborty, Badshah Maitra, Anashua Majumdar, Rituparna Sengupta, Richa Sharma",7.9,365,NA,NA,NA,NA,11,NA
tt10037700,"
4
","
11
",6.8,5.6,Precure Miracle Universe Movie,2019,"Animation, Adventure, Family",70,Japan,Japanese,Yukio Kaizawa,NA,Toei Animation,NA,9,110,NA,NA,NA,NA,NA,NA
tt10039344,"
3,158
","
12,457
",5.4,5.3,Countdown,2019,"Horror, Thriller",90,USA,"English, Latin",Justin Dec,Justin Dec,STX Films,"Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman, Peter Facinelli, Dillon Lane, Tichina Arnold, Tom Segura, Lana McKissack, Anne Winters, Matt Letscher, P.J. Byrne, Valente Rodriguez, Louisa Abernathy, Charlie McDermott, Jonny Berryman",5.4,21646,$ 6500000,$ 25621766,$ 48021766,31,312,120
tt10039468,"
15
","
133
",6.2,6.5,My Stupid Boss 2,2019,"Adventure, Comedy",96,Indonesia,"Indonesian, Malay, English, Vietnamese",Upi Avianto,Upi Avianto,Falcon Pictures,"Reza Rahadian, Bunga Citra Lestari, Kin Wah Chew, Atikah Suhaime, Iedil Dzuhrie Alaudin, Iskandar Zulkarnaen, Alex Abbad, Melissa Karim, Morgan Oey, Verdi Solaiman, Sahil Shah, Prakash Krisna, Indra Jegel, Awek Sitepu, Gregory Prabowo",6.6,305,NA,NA,NA,NA,3,5
tt10044220,"
4
","
110
",6.8,7.2,Zagrebacki Ekvinocij,2019,Comedy,94,Croatia,Croatian,Svebor Mihael Jelic,Svebor Mihael Jelic,CEFGI,"Patrik Gregurec, Mislav Zivkovic, Tin Blagojevic, Klara Fiolic, Marko Medvidovic, Domagoj Martinko, Dado Cosic, Ozren Grabaric, Marko Petar Oreskovic, Adrijan Mujkanovic, Borna Brkic, Klara Penezic, Pavao Bobinac, Stjepan Gasparic, Adam Miskovic",8.1,197,NA,NA,$ 20427,NA,5,4
tt10045434,"
24
","
545
",7.1,6.8,Kapi,2019,"Comedy, Drama",110,Turkey,Turkish,Nihat Durak,Filiz Üstün Durak,Durak Film,"Kadir Inanir, Vahide Perçin, Timur Acar, James Ketteridge, Aybüke Pusat, Erdal Besikçioglu, Sermet Yesil, Nilay Erdönmez, Özgün Çoban, Reyhan Özdilek, Engin Yüksel, Sinan Helvaci, Menderes Samancilar, Serif Erol, Serhat Midyat",6.7,254,NA,NA,$ 101578,NA,1,1
tt10046236,"
16
","
49
",4.6,3.8,Alem-i Cin 2,2019,Horror,93,Turkey,Turkish,Özgür Bakar,"Özgür Bakar, Alper Kivilcim",Film Fabrikasi,"Ali Kaan Serez, Bekir Behrem, Savas Barutçu, Cihan Köse, Sena Tugce Güner, Miraç Sevsay, Vural Ceylan, Alper Kivilcim, Murat Güler, Günnur Adigüzel, Muratcan Bozaslan, Yesim Demir, Nero",5,376,NA,NA,NA,NA,NA,NA
tt10048556,"
83
","
81
",3.3,3.4,Staged Killer,2019,Thriller,88,USA,English,Christopher Ray,"Lindsay Hartley, Jason-Shane Scott",Rented Mule Films,"Chrishell Stause, Nicole Bilderback, Jason Dolley, Darrin Dewitt Henson, Naaji Kenn, Charlie O'Connell, Chasty Ballesteros, Peter Johnson, Daniel Greer, Kathryn Schneider, Lyman Chen, Anna Sophia Berglund, Josh Nuncio, Frank Rossi, Elizabeth Williams",3.4,216,$ 240000,NA,NA,NA,17,2
tt10049848,"
52
","
118
",3,2.7,Once Upon a Time in Deadwood,2019,Western,85,USA,English,Rene Perez,"Rene Perez, Jeff Miller",Millman Productions,"Robert Bronzi, Michael Paré, Karin Brauns, Lauren Compton, J.D. Angstadt, Woody Clendenen, Justin Hawkins, John Hutchins, Tony Jackson, Ronnie D. Lee, Verónica López, Chris Matteis, George j. Merino, Jeff Miller, Carlos Ortega",2.8,176,NA,NA,NA,NA,11,7
tt10051586,"
36
","
178
",2.6,3.7,Scare Attraction,2019,Horror,72,UK,English,Steven M. Smith,"Steven M. Smith, Christopher Jolley",Greenway Entertainment,"Tony Fadil, Sonera Angel, Primrose Bigwood, Elliot Cable, Jon-Paul Gates, Earl Ling, Kit Pascoe, Rad Brown, Willie Coppen, Jimmy 'The Bee' Bennett, Can Somer, Anastasia Cane, Gaz de Vere, Bayley Drew, Paul Durso",4,288,$ 150000,NA,NA,NA,9,5
tt10052290,"
28
","
49
",5.7,6,Milosc i milosierdzie,2019,"Biography, Drama, Family",107,Poland,Polish,Michal Kondrat,Michal Kondrat,Fundacja Filmowa im. Sw. Maksymiliana Kolbe,"Kamila Kaminska, Maciej Malysa, Janusz Chabior, Remigiusz Jankowski, Piotr Cyrwus, Monika Gozdzik, Jacek Borkowski, Malgorzata Lewinska, Ewa Konstanciak, Dariusz Jakubowski, Tadeusz Chudecki, Pawel Jakubowski, Ksawery Szlenkier, Maria Gudejko, Dorota Liliental",6,115,NA,$ 2243180,$ 3498887,NA,8,2
tt10054876,"
29
","
154
",6.8,6.6,Zero Distance,2020,Thriller,75,Saudi Arabia,Arabic,Abdulaziz Alshlahei,Mufarrij Almajfel,King Abdulaziz Center for World Culture,"Khalid Al-Saqer, Yaaqoub Al Farhan, Osamah Salih, Abdullah Alzaid, Ibrahim Al-Hasawi, Elham Ali, Shojaa Nashat, Ali al Ibrahim, Wael Ghazy, Yara Saud, Dhafer Al-Shehri, Madeeha Alsaleh, Omar Almuhsin, Alhamza Almullasalem, Fahad Al-Ghuriri",7,240,NA,NA,NA,NA,6,NA
tt10055770,"
116
","
540
",7,6.9,Vellaipookal,2019,"Crime, Drama, Thriller",122,USA,"English, Tamil",Vivek Elangovan,"Shanmuga Bharathi, Vivek Elangovan",Indus Creations,"Vivek, Charlie, Pooja Devariya, Dev, Gajaraj, Paige Henderson, Lionel Flynn, Gabrielle Castronover, Leah Marie Carrell, Anny Havland, Tyler Roy Roberts, Cassidy Silva, Andrew Scott McIntyre, Larnell Baxter, Michael Horstman",7.2,1290,NA,NA,$ 2349,NA,32,3
tt10056510,"
8
","
69
",4.8,4.3,Dharmaprabhu,2019,"Drama, Fantasy",147,India,Tamil,S. Muthukumaran,NA,Sri Vaari Film,"Yogi Babu, Manobala, Bose Venkat",4.6,153,NA,NA,NA,NA,5,4
tt10059236,"
15
","
124
",3.6,4.8,Sale dovom daneshkadeh man,2019,"Drama, Romance",99,Iran,Persian,Rasoul Sadrameli,Parviz Shahbazi,NA,"Soha Niasti, Fereshte Arastouie, Ali Mosaffa, Pedram Sharifi, Babak Hamidian, Vishka Asayesh, Shaghayegh Farahani, Niloufar Khosh Kholgh, Maryam Boubani, Afshin Hashemi, Shiva Khosrow Mehr, Noura Peydayeshfar, Alireza Ostadi, Maryam Shahvali, Ghazal Ghorbani",4.7,161,NA,NA,NA,NA,1,33
tt10059518,"
7,370
","
22,619
",6,6,Il giorno sbagliato,2020,"Action, Thriller",90,USA,English,Derrick Borte,Carl Ellsworth,Burek Films,"Russell Crowe, Caren Pistorius, Jimmi Simpson, Gabriel Bateman, Anne Leighton, Austin P. McKenzie, Lucy Faust, Michael Papajohn, Brett Smrz, Juliene Joyner, Stephen Louis Grush, Sylvia Grace Crim, Gregory Hobson, Devyn A. Tyler, Hick Cheramie",6.2,4720,$ 33000000,$ 9025406,$ 21025406,40,159,119
tt10060094,"
1,814
","
6,004
",5.7,5.4,Un cavaliere per Natale,2019,"Adventure, Comedy, Drama",92,USA,English,Monika Mitchell,Cara J. Russell,Motion Picture Corporation of America (MPCA),"Vanessa Hudgens, Josh Whitehouse, Emmanuelle Chriqui, Ella Kenion, Harry Jarvis, Isabelle Franca, Jean-Michel Le Gal, Scott Ryan Yamamura, Arnold Pinnock, Shazdeh Kapadia, Evan O'Donnell, Simon Webster, Jesse Gervasi, Mimi Gianopulos, Jayne Eastwood",5.5,12189,NA,NA,NA,NA,156,31
tt10061256,"
24
","
152
",4.5,4.4,Hot Gimmick: Girl Meets Boy,2019,Drama,119,Japan,Japanese,Yûki Yamato,"Miki Aihara, Yûki Yamato",NA,"Miona Hori, Mizuki Itagaki, Kaisei Kamimura, Shôtarô Mamiya, Hiyori Sakurada, Hiroya Shimizu, Riho Yoshioka",4.5,234,NA,NA,NA,NA,11,4
tt10062614,"
226
","
1,267
",5.4,5.3,Guilty,2020,"Drama, Thriller",119,India,Hindi,Ruchi Narain,"Atika Chohan, Kanika Dhillon",Dharmatic Entertainment,"Kiara Advani, Taher Shabbir, Akansha Ranjan Kapoor, Gurfateh Pirzada, Niki Walia, Manu Rishi Chadha, Dalip Tahil, Kunal Vijaykar, Chayan Chopra, Sahil Mehta, Tenzing Dalha, Adhish Khanna, Sanjay Gurbaxani, Fahad Ali, Rohan Arora",5.5,3442,NA,NA,NA,NA,132,14
tt10065976,"
20
","
155
",5.7,6,Ningen shikkaku: Dazai Osamu to 3-nin no onnatachi,2019,"Biography, Drama, Thriller",120,Japan,Japanese,Mika Ninagawa,Kaeko Hayafune,Shochiku,"Yûdai Chiba, Tatsuya Fujiwara, Kengo Kôra, Rie Miyazawa, Ryô Narita, Fumi Nikaidô, Shun Oguri, Erika Sawajiri, Kôji Seto",5.9,243,NA,NA,$ 10452114,NA,2,4
tt10066526,"
5
","
57
",7.3,7,Mantan Manten,2019,"Drama, Romance",102,Indonesia,Indonesian,Farishad I. Latjuba,"Farishad I. Latjuba, Jenny Jusuf",Visinema Pictures,"Atiqah Hasiholan, Arifin Putra, Tutie Kirana, Tio Pakusadewo, Marthino Lio, Oxcerila Paryana, Dodit Mulyanto, Ria Irawan, Arswendi Nasution, Jenny Chang, Aimee Saras, Asri Welas, Ivanka Suwandi",7.1,120,NA,NA,NA,NA,1,3
tt10068158,"
48
","
182
",7.1,7.4,Made in Abyss: Tabidachi no Yoake,2019,"Animation, Adventure, Family",119,Japan,Japanese,Masayuki Kojima,Akihito Tsukushi,Kinema Citrus,"Miyu Tomita, Mariya Ise, Sayaka Ôhara, Aki Toyosaki, Mutsumi Tamura, Manami Numakura, Manami Hanawa, Taishi Murata, Yôko Soumi, Tetsu Inada, Chafûrin, Yuuki Shin, Takayuki Nakatsukasa, Yoshihisa Kawahara, Ayumu Murase",7.1,151,NA,$ 134047,$ 135821,NA,2,4
tt10068544,"
48
","
199
",7.6,7.8,Made in Abyss: Hôrô Suru Tasogare,2019,"Animation, Adventure, Fantasy",110,Japan,Japanese,Masayuki Kojima,Akihito Tsukushi,Kinema Citrus,"Miyu Tomita, Mariya Ise, Shiori Izawa, Eri Kitamura, Sayaka Ôhara, Aki Toyosaki, Mutsumi Tamura, Manami Numakura, Natsuko Hara, Shinji Kawada, Yoshimitsu Shimoyama, Nodoka Hasegawa, Kaori Motoyama, Natsuki, Sena Shoji",7.5,111,NA,NA,NA,NA,1,1
tt10068916,"
186
","
798
",8.1,7.9,Made in Abyss: Fukaki Tamashî no Reimei,2020,"Animation, Adventure, Fantasy",113,Japan,Japanese,Masayuki Kojima,Akihito Tsukushi,Kinema Citrus,"Miyu Tomita, Mariya Ise, Shiori Izawa, Inori Minase, Sayaka Ôhara, Tetsu Inada, Eri Kitamura, Natsuko Hara, Shinji Kawada, Yoshimitsu Shimoyama, Hiroki Gotô, Shinnosuke Musashi, Akihiro Tajima, Takayuki Nakatsukasa, Genta Nakamura",8.1,191,NA,NA,$ 4922533,NA,4,NA
tt10069476,"
4
","
16
",5.3,3.1,Seytan-i Ins,2019,Horror,82,Turkey,Turkish,Gökhan Ari,Gökhan Ari,Suare Film,"Emre Özmen, Derya Cavusoglu, Bertan Dirikolu, Ali Oguz Senol, Damla Özovali, Özge Dörter, Halil Can, Ismail Ülgey, Sefa Zengin",4.9,102,NA,NA,$ 59994,NA,NA,NA
tt10076106,"
53
","
217
",4.6,4.6,Manmadhudu 2,2019,"Comedy, Drama, Romance",155,India,Telugu,Rahul Ravindran,"Rahul Ravindran, Rahul Ravindran",Anandi Art Creations,"Nagarjuna Akkineni, Rakul Preet Singh, Vennela Kishore, Rao Ramesh, Lakshmi, Nassar, Jhansi, Devadarshini Chetan, Akshara Gowda, Samantha Ruth Prabhu, Keerthy Suresh, Kittu Vissapragada",4.8,507,NA,NA,$ 70936,NA,10,2
tt10076722,"
23
","
76
",5.2,5.4,We Are Legends,2019,Action,108,Hong Kong,Cantonese,Yuhang Chen,Yuhang Chen,NA,"Lisa Cheng, Eric Kot, Winkie Lai, Yiu-Sing Lam, Tin Chi Law, Jason Li, Yat-Long Li, Chi-Wai Man, Sean Tierney, Wiyona Yeung, Qiu Yuen",5.1,156,NA,NA,$ 56560,NA,4,3
tt10077998,"
117
","
472
",6.4,6.5,Le Miracle du Saint Inconnu,2019,"Comedy, Crime",100,"Morocco, France, Qatar",Arabic,Alaa Eddine Aljem,Alaa Eddine Aljem,Le Moindre Geste,"Younes Bouab, Salah Ben Saleh, Bouchaib Semmak, Mohammed Nouaimane, Anas El Baz, Abdelghani Kitab, Hassan Ben Badida, Ahmed Yarziz",6.4,416,NA,NA,$ 107234,NA,4,11
tt10080270,"
63
","
226
",6,5.5,En Brazos de un Asesino,2019,"Romance, Thriller",106,"USA, Dominican Republic",Spanish,Matías Moltrasio,"Jeff Goldberg, William Levy",William Levy Entertainment,"William Levy, Dalisa Alegria, Ettore D'Alessandro, Jean Jean, Adrián Lastra, Alicia Sanz, Alessia Seravalle, Roberto Sosa",5.9,287,NA,$ 425332,$ 425332,NA,5,5
tt10080924,"
94
","
247
",7.6,7.1,Sweater,2019,Drama,118,India,Bengali,Shiladitya Moulik,"Shiladitya Moulik, Joeeta Sengupta",PSS Entertainment,"Imtiaj Haque, Farhan Imroze, June Malia, Sreelekha Mitra, Anuradha Mukherjee, Kharaj Mukherjee, Ishaa Saha",7.2,608,INR 20000000,NA,NA,NA,12,1
tt10080996,"
7
","
22
",5.4,5,Gujarat 11,2019,"Drama, Sport",140,India,Gujarati,Jayant Gilatar,"Shilpa Ganji, Jayant Gilatar",H G Pictures,"Daisy Shah, Pratik Gandhi, Kavin Dave, Lika, Pradip Harsora, Miraj Joshi, Kevin Mehta, Avadh Mehta, Mishika Kheni, Manav Soneji, Hridhaan Ahuja, Amit Thakkar, Akash Arneja, Aakash Arneja, Debanjan Chatterjee",7.4,113,NA,NA,NA,NA,22,NA
tt10081202,"
29
","
108
",7.1,7.1,Evvarikee Cheppoddu,2019,Drama,133,India,Telugu,Basava Shankar Eeday,Basava Shankar Eeday,Crazyants Productions,"Rajsekhar Aningi, Keshav Deepak, Durgaprasad K, Sujatha Gosukonda, Vamsi Nekanti, K. Prasanna, Meka Rukmini, Geddam Srinivas, Rakesh Varre, Gargeyi Yellapragada",7.3,288,NA,NA,NA,NA,12,1
tt10081596,"
28
","
50
",2.4,3.8,Flat Earth: To the Edge and Back,2019,Comedy,50,USA,English,Logan Paul,Logan Paul,NA,"Bubba Ali, Casey Boonstra, Casey Costelloe, Kong Da Savage, Evan Eckenrode, Mike Majlak, Logan Paul, Dani Strobel",3.5,159,NA,NA,NA,NA,5,NA
tt10081762,"
166
","
1,989
",6.2,6.1,Breaking Surface,2020,"Action, Drama, Thriller",80,"Sweden, Norway, Belgium","Swedish, Norwegian",Joachim Hedén,Joachim Hedén,Way Feature Films,"Moa Gammel, Madeleine Martin, Trine Wiggen, Jitse Jonathan Buitnik, Remi Alashkar, Alessio Barreto, Irma Jenny Hallberg, Lena Hope, Thomas Hoy, Elle Kohrs, Sofia Magdalena Larsen, Eskil Nymoen, Ingrid Pettersen, Elisabeth Solheim, Aiko Steurs",6.1,623,SEK 36000000.00,NA,$ 64241,NA,8,6
tt10084190,"
48
","
1,813
",6.8,5.8,Chandigarh Amritsar Chandigarh,2019,"Comedy, Drama, Romance",107,India,Punjabi,Karaan Guliani,NA,Leostride Entertainment,"Dilpreet Dhillon, Gippy Grewal, Sargun Mehta, Malkeet Rauni, Rajpal Yadav",7.4,1400,NA,NA,$ 118655,NA,145,NA
tt10085338,"
288
","
548
",5.8,5.6,Blood on Her Name,2019,"Crime, Drama, Thriller",85,USA,English,Matthew Pope,"Don M. Thompson, Matthew Pope",Rising Creek,"Bethany Anne Lind, Will Patton, Elisabeth Röhm, Jared Ivers, Jimmy Gonzales, Jack Andrews, Chandler Head, Tony Vaughn, Joshua Mikel, Bryant Carroll, Eric Mendenhall, Rick Perez, Mimi Fletcher, Charles Lawlor, Tim Hughes",5.5,654,NA,NA,NA,63,21,45
tt10086502,"
5
","
53
",7.5,5.5,Kizim Gibi Kokuyorsun,2019,Drama,103,"Turkey, USA, France","Turkish, French, English",Olgun Özdemir,Olgun Özdemir,Sargona Film,"Deniz Arna, Muhammed Cangören, Ronald L. Carr, Esin Civangil, Uygurlar Derya, Caglar Ertugrul, Tolga Güleç, Fehmi Karaarslan, Ibrahim Eren Kilisli, Yilsen Ozdemir, Zafer Sahin, Serif Sezer, Clémence Verniau",6,113,NA,NA,$ 635,NA,5,8
tt10086834,"
30
","
34
",6.9,5.9,The Exigency,2019,Sci-Fi,112,USA,English,Cody Vibbart,Cody Vibbart,Cuz Productions,"Tom Haney, Alexis Danner, Warren Halderman, Kayla Vibbart, Dillon Vibbart, H. Keith Todd, Matthew Kendrick, Alix Spurlock, Joel Danner, Joshua Guthrie, Lucas Danner, Si Hawk, Andrew Racho, Andrew Susay, Cody Vibbart",6.5,107,$ 50000,NA,NA,NA,8,4
tt10087134,"
41
","
163
",4.9,4.5,Jack & Daniel,2019,"Action, Thriller",156,India,Malayalam,S.L. Puram Jayasurya,S.L. Puram Jayasurya,Thameens Films,"Dileep, Arjun Sarja, Asokan, Ponnamma Babu, Devan, Lakshmi Gopalaswamy, Peter Hein, Innocent, Janardanan, Riyaz Khan, Suresh Krishna, G. Suresh Kumar, Anju Kurian, Saiju Kurup, Chali Pala",4.4,417,NA,NA,$ 90663,NA,29,2
tt10091530,"
306
","
902
",5.3,4.7,"Natale, folle Natale",2019,"Comedy, Drama, Family",92,USA,English,Leslie Small,"Sean Dwyer, Greg Cope White",Poke Prod,"Romany Malco, Sonequa Martin-Green, Darlene Love, Amarr M. Wooten, Deysha Nelson, Andrea-Marie Alphonse, Selena-Marie Alphonse, Deon Cole, Tamala Jones, Alysia Livingston, La La Anthony, Malika Samuel, Roscoe Orman, Stormi Maya, Jimmy Palumbo",4.8,1623,NA,NA,NA,NA,46,15
