id,us_votes,non_us_votes,us_rating,non_us_rating,title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt3653650,"
132
","
285
",4.7,4.3,The Dark Stranger,2015,"Animation, Drama, Horror",90,Canada,English,Chris Trebilcock,"Chris Trebilcock, Chris Trebilcock",Devonshire Productions,"Katie Findlay, Alex Ozerov, Enrico Colantoni, Stephen McHattie, Jennifer Dale, Mark O'Brien, Emma Campbell",4.4,577,NA,NA,NA,NA,10,16
tt3654680,"
137
","
409
",3.8,3.1,Vampyres,2015,Horror,76,Spain,English,Víctor Matellano,"José Ramón Larraz, Víctor Matellano",Artistic Films,"Marta Flich, Almudena León, Alina Nastase, Fele Martínez, Verónica Polo, Anthony Rotsa, Víctor Vidal, Christian Stamm, Lone Fleming, Caroline Munro, Elvira Moliterno, Luis Hacha, Remedios Darkin, Antonio Mayans, May Heatherly",3.2,782,NA,NA,$ 3959,NA,5,36
tt3655680,"
53
","
118
",5.4,6.3,Thomas & Friends: Sodor's Legend of the Lost Treasure,2015,"Animation, Adventure, Comedy",63,UK,English,David Stoten,"Wilbert Awdry, Britt Allcroft",Arc Productions,"Mark Moraghan, John Hurt, Eddie Redmayne, Olivia Colman, Jamie Campbell Bower, John Hasler, Joseph May, David Bedella, Jonathan Broadbent, Nathan Clarke, Jules de Jongh, Teresa Gallagher, William Hope, Steven Kynman, David Menkin",6.3,282,NA,NA,$ 3610372,NA,3,2
tt3657684,"
13
","
387
",4.9,5.4,Vares - Sheriffi,2015,"Crime, Mystery",91,Finland,Finnish,Hannu Salonen,"Mika Karttunen, Reijo Mäki",Solar Films,"Antti Reini, Jasper Pääkkönen, Jukka-Pekka Palo, Jukka Puotila, Karoliina Blackburn, Jarmo Perälä, Miska Kaukonen, Konsta Mäkelä, Hannele Laaksonen, Robert Enckell, Mikko Kouki, Mika Kujala, Ilkka Heiskanen, Eppu Salminen, Matti Onnismaa",5.4,505,EUR 1330000,NA,$ 1261483,NA,NA,NA
tt3658010,"
11
","
149
",7.8,6.8,Cel ales,2015,Drama,125,Romania,Romanian,Cristian Comeaga,Cristian Comeaga,Domino Film & Television International,"Laura Cosoi, Eugeniu Cozma, FDAEJI, Carmen Fulger, Mohamed Jbara, Puiu Mircea Lascus, Mariana Liurca, Mario Marian, Olimpia Melinte, Bogdan Stanoevici, Bogdan Talasman, Nicodim Ungureanu",7.1,229,NA,NA,$ 12319,NA,NA,NA
tt3659388,"
81,871
","
306,251
",8.1,7.9,Sopravvissuto - The Martian,2015,"Adventure, Drama, Sci-Fi",144,"UK, USA, Hungary, Jordan","English, Mandarin",Ridley Scott,"Drew Goddard, Andy Weir",Twentieth Century Fox,"Matt Damon, Jessica Chastain, Kristen Wiig, Jeff Daniels, Michael Peña, Sean Bean, Kate Mara, Sebastian Stan, Aksel Hennie, Chiwetel Ejiofor, Benedict Wong, Mackenzie Davis, Donald Glover, Nick Mohammed, Shu Chen",8,740757,$ 108000000,$ 228433663,$ 630161890,80,1328,628
tt3660078,"
21
","
303
",5.7,5.8,Taxi,2015,"Comedy, Drama, Romance",94,Germany,German,Kerstin Ahlrichs,"Karen Duve, Karen Duve",B&T Film,"Rosalie Thomass, Peter Dinklage, Leonardo Arivelo, Michael Darlinger, Stipe Erceg, Carlotta Franke, Carolyn Genzkow, Mechthild Großmann, Eisi Gulp, Özgür Karadeniz, Christian Krähnke, Ferris M.C., Leslie Malton, Antoine Monot Jr., Frederike Oster",5.9,445,NA,NA,NA,NA,2,12
tt3660378,"
8
","
111
",6.2,7,Gruber geht,2015,Drama,92,Austria,German,Marie Kreutzer,Marie Kreutzer,Allegro Film,"Manuel Rubey, Bernadette Heerwagen, Doris Schretzmayer, Liliane Amuat, Aaron Arens, Ulrike Beimpold, Angelina Berger, Martin Bergmann, Felix Breuel, Maria Burghardt, Kajetan Dick, Bernhard Fleischmann, Sabine Friesz, Godehard Giese, Simon Hatzl",7,155,NA,NA,$ 276176,NA,NA,5
tt3661298,"
517
","
2,146
",6.1,6.1,Shiraz - La città delle rose,2015,Thriller,110,USA,English,Wayne Blair,"Hanna Weg, Dalia Sofer",Eclectic Pictures,"Salma Hayek, Adrien Brody, Shohreh Aghdashloo, Alon Aboutboul, Gabriella Wright, Anthony Azizi, Ben Youcef, Jamie Ward, Nasser Memarzia, Ariana Molkara, Alain Ali Washnevsky, Armin Amiri, Bashar Rahal, Maggie Parto, Boyko Krastanov",6.1,3887,NA,NA,NA,16,37,10
tt3661394,"
1,569
","
4,307
",6.6,6.5,L'unico e insuperabile Ivan,2020,"Animation, Adventure, Comedy",95,USA,English,Thea Sharrock,"Mike White, Katherine Applegate",Allison Shearmur Productions,"Sam Rockwell, Bryan Cranston, Phillipa Soo, Chaka Khan, Mike White, Ron Funches, Angelina Jolie, Helen Mirren, Danny DeVito, Ariana Greenblatt, Ramon Rodriguez, Owain Arthur, Kevin Mathurin, Brooklynn Prince, Hannah Bourne",6.7,3397,NA,NA,NA,58,69,49
tt3661410,"
12
","
102
",6,5.2,Parabellum,2015,Sci-Fi,75,"Argentina, Austria, Uruguay",Spanish,Lukas Valenta Rinner,"Ana Godoy, Esteban Prado",Nabis Filmgroup,"Eva Bianco, Pablo Seijo, Martín Shanly",5.2,138,EUR 400000,NA,NA,NA,NA,14
tt3661522,"
10
","
61
",7.1,5.4,Tailgate,2015,"Drama, Thriller",83,Australia,English,Jai Hogg,"Jarrad Brown, Jai Hogg",Enjoy Productions,"Sam Young, Peter Marshall, Damian Smith, Tony Hodgson, Zan Gooderham",5.9,109,$ 100000,NA,NA,NA,1,NA
tt3661570,"
231
","
160
",5.8,5,Pretty Broken,2018,"Comedy, Drama",106,USA,English,Brett Eichenberger,Jill Remensnyder,Resonance Productions,"Jillian Clare, Tyler Christopher, Stacy Edwards, Preston Bailey, Adam Chambers, Peter Holden, Austin Hillebrecht, Cosondra Sjostrom, Jesse Lee Keeter, Ted Rooney, Todd A. Robinson, Craig Michaelson, Patrick Kwan, Robert Bertrand, Echo Bull",6,542,NA,NA,NA,NA,11,2
tt3662066,"
496
","
1,131
",5.2,5,Ancora una volta,2015,"Comedy, Drama, Music",98,USA,English,Robert Edwards,Robert Edwards,Maybach Film Productions,"Christopher Walken, Amber Heard, Kelli Garner, Hamish Linklater, Ann Magnuson, Henry Kelemen, Oliver Platt, Sandra Berrios, Gavin McInnes, John Ellison Conlee, Danny Fischer, Rosharra Francis, Bree Sharp, Julia Garrison, Jonathan Wu",5.2,2096,NA,NA,$ 8317,57,18,22
tt3662686,"
17
","
237
",6,6,Fotograf,2015,"Biography, Comedy, Drama",133,Czech Republic,Czech,Irena Pavlásková,"Irena Pavlásková, Irena Pavlásková",Ceská Televize,"Karel Roden, Marie Málková, Zuzana Vejvodová, Václav Neuzil, Vilma Cibulková, Marika Sarah Procházková, Jitka Sedlácková, Lukás Juza, Jenovéfa Boková, Patrik Dergel, Lenka Loubalová, Rostislav Novák, Igor Orozovic, Zdenka Sajfertová, Ivanka Devátá",6.2,346,NA,NA,$ 1042458,NA,1,14
tt3664008,"
16
","
222
",6.6,6.5,Sicarivs: La noche y el silencio,2015,Thriller,98,Spain,Spanish,Javier Muñoz,Javier Muñoz,Bisojo Media Producciones,"Pedro Casablanc, Víctor Clavijo, Israel Elejalde, Fernando Gil, Sebastián Haro, Nahia Laiz, Chete Lera, Alejandra Lorente, Carlos Olalla, Mario Pardo, Montse Pla, Raúl Sanz, Aníbal Soto, María Cecilia Sánchez",6.4,364,NA,NA,$ 33522,NA,3,10
tt3665498,"
675
","
1,194
",5.5,4.9,Beyond the Sky,2018,"Mystery, Sci-Fi, Thriller",82,USA,English,Fulvio Sestito,"Rebecca Berrih, Marc Porterfield",Elysian Fields Entertainment,"Ryan Carnes, Jordan Danger, Claude Duhamel, Martin Sensmeier, Don Stark, Peter Stormare, Milton Chee, Travis Walton, Dee Wallace, Danielle Burgio, Jodie Bentley, Jesse Mitchell, Katherine Taylor, Clay Trimble, Richard Kray",5.7,3407,$ 1500000,NA,NA,NA,32,16
tt3665860,"
10
","
201
",3,5.7,Armi elää!,2015,"Biography, Drama",84,Finland,"Finnish, English",Jörn Donner,Karoliina Lindgren,Oy Bufo Ab,"Minna Haapkylä, Laura Birn, Hannu-Pekka Björkman, Robert Enckell, Joanna Haartti, Antti Holma, Ona Kamu, Tiina Lymi, Rea Mauranen, Outi Mäenpää, Cécile Orblin, Anna Paavilainen, Jukka Puotila, Eero Ritala, Jaakko Selin",5.6,253,EUR 860000,NA,$ 295731,NA,NA,1
tt3666734,"
7
","
74
",7.3,5.6,Jack bestelt een broertje,2015,"Adventure, Family",84,Netherlands,Dutch,Anne de Clercq,"Anne Barnhoorn, Anne de Clercq",2CFilm,"Matsen Montsma, Yenthe Bos, Jelka van Houten, Georgina Verbaan, Rick Paul van Mulligen, Bram Verhoofstad, Mehdi Fakirni, Daim Niehorster, Tygo Gernandt, Patrick Stoof, Gijs Naber, Dick van den Toorn, Plien van Bennekom, Maike Meijer, Eva van der Gucht",5.8,105,NA,NA,$ 781631,NA,NA,2
tt3667264,"
17
","
129
",5.3,5.8,Closer,2015,Drama,87,Iran,Persian,Mostafa Ahmadi,"Mostafa Ahmadi, Hasti Boshrutani",Iran Novin Film,"Parsa Pirouzfar, Saber Abar, Pegah Ahangarani, Shirin Yazdanbakhsh, Setareh Eskandari, Mohammad Bahrani, Nazanin Farahani, Faraz Modiri",5.7,191,NA,NA,NA,NA,NA,NA
tt3667610,"
37
","
768
",6.9,6.7,Ziarno prawdy,2015,"Crime, Thriller",112,Poland,Polish,Borys Lankosz,"Borys Lankosz, Zygmunt Miloszewski",Studio Rewers,"Robert Wieckiewicz, Jerzy Trela, Magdalena Walach, Aleksandra Hamkalo, Joanna Sydor, Krzysztof Pieczynski, Andrzej Zielinski, Zohar Shtrauss, Modest Rucinski, Iwona Bielska, Jacek Poniedzialek, Andrzej Konopka, Zbigniew Konopka, Arkadiusz Jakubik, Jacek Reda",6.7,1224,PLN 6500000.00,NA,$ 1354957,NA,2,16
tt3671542,"
1,249
","
4,900
",7.4,7.3,Holding the Man,2015,"Biography, Drama, Romance",127,Australia,English,Neil Armfield,"Tommy Murphy, Timothy Conigrave",Screen Australia,"Ryan Corr, Sarah Snook, Francesco Ferdinandi, Craig Matthew Stott, Lee Cormie, David Woods, PiaGrace Moon, Tegan Higginbotham, Josh Burton, Andrew S. Gilbert, Mason Viola, Anthony LaPaglia, Camilla Ah Kin, Luke Christopoulos, Kerry Fox",7.4,10268,NA,NA,$ 767038,NA,55,43
tt3672018,"
22
","
468
",4.8,4.5,Cómo sobrevivir a una despedida,2015,Comedy,97,Spain,Spanish,Manuela Burló Moreno,"Manuela Burló Moreno, Susana López Rubio",Nostromo Pictures,"Natalia de Molina, Úrsula Corberó, María Hervás, Celia de Molina, Brays Efe, Roger Berruezo, Javier Bódalo, José Lamuño, Daniel Pérez Prada, Emma Bunton, Manolo Vieira, Jim Arnold, Tony Bernetti, Daniel Asencio, Luis Bondia",4.5,868,NA,NA,$ 865119,NA,1,10
tt3672186,"
10
","
149
",6,6.5,Voyage en Chine,2015,Drama,96,France,"French, Mandarin, English",Zoltán Mayer,Zoltán Mayer,Haut et Court,"Yolande Moreau, Jingjing Qu, Dong Fu Lin, Ling Zi Liu, Qing Dong, Yilin Yang, André Wilms, Chenwei Li, Geneviève Casile, Camille Japy, Sophie Chen, Stéphane Aubert, Thomas Lempire",6.5,201,NA,NA,NA,NA,1,9
tt3672640,"
29
","
1,443
",5,5.1,Luokkakokous,2015,Comedy,88,Finland,Finnish,Taneli Mustonen,"Taneli Mustonen, Claudia Boderke",Solar Films,"Aku Hirviniemi, Niina Lahtinen, Annikki Hirviniemi, Taneli Mäkelä, Pirkka-Pekka Petelius, Jaajo Linnonmaa, Jenni Utriainen, Inka Kallén, Helena Vierikko, Linda Danakas, Lotta Kaihua, Sami Hedberg, Lauri Tilkanen, Milo Laurio, Ville Myllyrinne",5.2,2071,EUR 1280000,NA,NA,NA,6,NA
tt3672742,"
4,686
","
12,814
",7,6.5,Turbo Kid,2015,"Action, Adventure, Comedy",93,"Canada, New Zealand, USA",English,"François Simard, Anouk Whissell","Anouk Whissell, François Simard",EMA Films,"Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright, Aaron Jeffery, Romano Orzari, Orphée Ladouceur-Nguyen, Steeve Léonard, Yves Corbeil, Evan Manoukian, Anouk Whissell, François Simard, Tyler Hall, Martin Paquette, Pierre-André Sigouin",6.7,25786,CAD 60000,$ 67069,$ 67069,60,133,203
tt3672840,"
1,897
","
9,282
",5.6,5.9,La battaglia degli imperi - Dragon Blade,2015,"Action, Adventure, Drama",127,"China, Hong Kong","Mandarin, English, Latin",Daniel Lee,Daniel Lee,Sparkle Roll Media,"Jackie Chan, John Cusack, Adrien Brody, Si Won Choi, Peng Lin, Mika Wang, Yang Xiao, Taili Wang, Tin Chiu Hung, Shaofeng Feng, Sharni Vinson, Lorie Pester, Xiangdong Xu, Qing Xiu, Sung-jun Yoo",6,18069,$ 65000000,$ 74068,$ 122606884,41,122,75
tt3673036,"
10
","
75
",7.6,6.8,Anna,2015,Drama,96,"France, Colombia","French, Spanish",Jacques Toulemonde Vidal,Jacques Toulemonde Vidal,Noodles Production,"Juana Acosta, Kolia Abiteboul, Bruno Clairefond, Augustin Legrand",6.7,127,NA,NA,$ 52393,NA,NA,1
tt3674018,"
13
","
156
",5.7,6.3,Cuando dejes de quererme,2018,"Crime, Drama, Mystery",101,"Spain, Argentina",Spanish,Igor Legarreta,"Javier Echániz, Asier Guerricaechebarría",Centuria Films S.L.,"Florencia Torrente, Miki Esparbé, Eduardo Blanco, Joaquín Climent, Antonio Dechent, Eneko Sagardoy, Kandido Uranga, Josean Bengoetxea, Miguel Oyarzun, Itziar Aizpuru, Mario Pardo, Susana Manchini, Diego Benedetto, Maximiliano Márquez, Enrique Berrendero",6.2,225,EUR 2000000,NA,$ 51703,NA,NA,2
tt3674410,"
14
","
188
",4.7,5.7,Lovemilla,2015,"Comedy, Romance, Sci-Fi",95,Finland,Finnish,Teemu Nikki,"Teemu Nikki, Jani Pösö",It's Alive Films,"Milka Suonpää, Joel Hirvonen, Teemu Nieminen, Pauliina Suominen, Miina Penttinen, Olli Rahkonen, Rami Rusinen, Ville Jankeri, Hannamaija Nikander, Jouko Puolanto, Pelle Heikkilä, Sami Helpelä, Elina Knihtilä, Jukka Kärkkäinen, Pyry Laakso",5.6,240,EUR 760000,NA,NA,NA,1,5
tt3675204,"
139
","
256
",6.2,6,Len and Company,2015,"Comedy, Drama",102,"Canada, USA",English,Tim Godsall,"Tim Godsall, Katharine Knight",Anonymous Content,"Rhys Ifans, Juno Temple, Jack Kilmer, Keir Gilchrist, Kathryn Hahn, Elias Toufexis, Tyler Hynes, Jonathan Potts, Mark O'Brien, Tracey Hoyt, Peter Outerbridge, Matt Baram, Justin Mader, Jenny Raven, Chris Young",6,487,NA,NA,NA,60,8,16
tt3675504,"
36
","
118
",4.6,5,Il triangolo,2015,"Comedy, Drama",72,USA,English,"Jesse Allain-Marcus, Wade Allain-Marcus","Wade Allain-Marcus, Peter Hagen",Homegrown Pictures,"Wade Allain-Marcus, Melina Lizette, Arjun Gupta, Elsa Biedermann, Katie Blake, Stephanie Bray, Santana Dempsey",5.1,213,NA,NA,NA,NA,3,3
tt3675748,"
524
","
2,243
",5.8,5.4,Yakuza Apocalypse,2015,"Action, Comedy, Horror",115,"Japan, France","Japanese, English",Takashi Miike,Yoshitaka Yamaguchi,Backup Media,"Hayato Ichihara, Riko Narumi, Shô Aoyagi, Kiyohiko Shibukawa, Masaki Miura, Ryushin Tei, Yayan Ruhian, Masanori Mimoto, Yoshiki Arizono, Yasuhi Nakamura, Makoto Sakaguchi, Yoshiyuki Morishita, Yuki Sakurai, Denden, Lily Franky",5.5,3696,NA,$ 12756,$ 12756,62,32,105
tt3676370,"
62
","
154
",4.6,4,Breaking Dance,2015,"Drama, Music",101,USA,English,John Swetnam,John Swetnam,BB Film Productions,"Anitta, Sophia Aguiar, Larry Bourgeois, Laurent Bourgeois, Shaun J. Brown, Kelsey Crane, Lawrence Devera, Ian Eastwood, Jay Ellis, Kashif Gaines, Marissa Heart, Taylor Locascio, Keone Madrid, Mari Madrid, Elizabeth Helen Maqueda",4.4,351,NA,NA,$ 617208,NA,1,5
tt3678188,"
11
","
152
",3.2,5.2,Ollaan vapaita,2015,"Comedy, Drama, Family",105,Finland,Finnish,Oskari Sipola,Tua Harno,Pohjola-Filmi,"Maria Ylipää, Johannes Brotherus, Riku Nieminen, Anu Sinisalo, Pihla Maalismaa, Peter Kanerva, Timo Tuominen, Niina Koponen, Olavi Uusivirta, Dennis Nylund, Isla Mustanoja, Robert Brotherus, Laura Malmivaara, David Gelkin, Henry Hanikka",5.1,203,EUR 1380000,NA,$ 155929,NA,NA,NA
tt3678192,"
13
","
589
",7.5,6.8,Häiriötekijä,2015,Comedy,85,Finland,Finnish,Aleksi Salmenperä,"Aleksi Salmenperä, Samu Heikkilä",Mjölk Movies,"Tommi Korpela, Elina Knihtilä, Eero Ritala, Lotta Kaihua, Pirjo Lonka, Elena Leeve, Jani Volanen, Minna Haapkylä, Hannu-Pekka Björkman, Minna Suuronen, Laura Birn, Vilke, Ruut, Ari Nieminen, Teppo Suolanen",6.8,761,EUR 900000,NA,$ 237906,NA,2,NA
tt3678656,"
48
","
447
",6.9,6.7,You're Ugly Too,2015,"Comedy, Drama",81,Ireland,"English, French",Mark Noonan,Mark Noonan,Savage Productions,"Aidan Gillen, Lauren Kinsella, George Pistereanu, Erika Sainte, Kate Aughey, Martina Babisova, Mathieu Belledent, Carmen Bernal, Brendan Caul, Ana Charruff, David Darcy, Nikki Darcy, Kate Dowling, Nora Duggan, Abbie Dunphy",6.7,685,NA,NA,$ 88373,NA,2,32
tt3678782,"
1,048
","
7,990
",7.2,7.4,Badlapur,2015,"Action, Crime, Drama",134,India,Hindi,Sriram Raghavan,"Massimo Carlotto, Sriram Raghavan",Eros International,"Varun Dhawan, Nawazuddin Siddiqui, Yami Gautam, Huma Qureshi, Neel Tyagi, Vinay Pathak, Radhika Apte, Pratima Kazmi, Divya Dutta, Kumud Mishra, Ashwini Kalsekar, Murli Sharma, Zakir Hussain, Avishek Lama, Amir Malik",7.4,21181,INR 250000000,$ 409166,$ 409166,NA,152,31
tt3679000,"
276
","
1,917
",5.4,5.2,Any Body Can Dance 2,2015,"Biography, Drama, Music",154,India,Hindi,Remo D'Souza,"Remo D'Souza, Tushar Hiranandani",160-H Productions,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb, Dharmesh Yelande, Punit Pathak, Raghav Juyal, Tisca Chopra, Jineet Rath, Akanksha Nehra, Prachi Shah, Mohit Abrol, Parthaa Akerkar, Pooja Batra, Leah Bayne",5.4,5222,NA,$ 892133,$ 1176958,NA,30,23
tt3679070,"
27
","
122
",5,5.2,Milan Talkies,2019,Drama,141,India,Hindi,Tigmanshu Dhulia,"Tigmanshu Dhulia, Kamal Pandey",Filmy Keeda Production,"Ali Fazal, Tigmanshu Dhulia, Sanjay Mishra, Shraddha Srinath, Ashutosh Rana, Sikandar Kher, Jay Patel, Pankaj Saraswat, Mohit Baghel, Ashish Bhatt, Deep Raj Rana, Kumar Kanchan Ghosh, Monazir Khan, Vinay Sharma, Kanupriya Pandit",5,265,NA,NA,$ 1437,NA,6,4
tt3680410,"
395
","
1,976
",7.1,7.1,Last Cab to Darwin,2015,"Comedy, Drama, Romance",123,Australia,English,Jeremy Sims,"Reg Cribb, Reg Cribb",Last Cab Productions,"Michael Caton, Ningali Lawford, Mark Coles Smith, Emma Hamilton, Jacki Weaver, John Howard, Alan Dukes, David Field, Kelly Butler, Elliott Weston, Brian Taylor, Jeremy Cumpston, Christopher Stollery, Andrew Ryan, Mercia Deane-Johns",7.2,3365,AUD 3992880,$ 34193,$ 5543036,70,42,29
tt3680820,"
12
","
66
",5,3.9,Mi pequeño gran hombre,2018,Comedy,94,Mexico,Spanish,Jorge Ramírez Suárez,"Marcos Carnevale, Marcos Carnevale",Rio Negro Producciones,"Fernanda Castillo, André Real, Jorge Salinas, José Carriedo, Gerardo Mota, Edgar Ruvalcaba, Sarah Nichols, Luis Alberto González, Alicia Sandoval, Vico Escorcia, Silvia Pasquel, Diana Jiménez, Denisse Corona, Arleth Terán, Pedro Mira",4.1,138,$ 2000000,NA,$ 1557257,NA,NA,NA
tt3681422,"
144
","
984
",6.4,7.1,Uttama Villain,2015,"Comedy, Drama",171,India,"Tamil, Telugu",Ramesh Aravind,"Kamal Haasan, Crazy Mohan",Raajkamal Films International,"Kamal Haasan, K. Balachander, K. Viswanath, Nassar, Jayaram, Urvashi, Pooja Kumar, Andrea Jeremiah, Parvathy Thiruvothu, Parvati Nair, M.S. Bhaskar, Chitra Lakshmanan, Ananth Narayan Mahadevan, Shanmugha Rajan, Gnanasambandam",7.2,2604,NA,NA,$ 110119,NA,37,4
tt3681470,"
21
","
259
",4.6,5.3,Vai Raja Vai,2015,"Comedy, Thriller",118,India,Tamil,Aishwarya Dhanush,"Aishwarya Dhanush, Madhan Karky",AGS Entertainment,"Gautham Karthik, Priya Anand, Taapsee Pannu, Vivek, Daniel Balaji, Sathish, Vasanth, Gayathri Raghuram, Sriranjani, Bose Venkat, M.S. Bhaskar, Manobala, Mayilsamy, Swaminathan, Besant Ravi",5.6,570,NA,NA,NA,NA,4,1
tt3682448,"
31,344
","
134,784
",7.6,7.5,Il ponte delle spie,2015,"Drama, History, Thriller",142,"Germany, India, USA","English, German, Russian",Steven Spielberg,"Matt Charman, Ethan Coen",DreamWorks,"Mark Rylance, Domenick Lombardozzi, Victor Verhaeghe, Mark Fichera, Brian Hutchison, Tom Hanks, Joshua Harto, Henny Russell, Rebekah Brockman, Alan Alda, John Rue, Billy Magnussen, Amy Ryan, Jillian Lebling, Noah Schnapp",7.6,281247,$ 40000000,$ 72313754,$ 165478348,81,467,504
tt3682686,"
15
","
54
",6.5,6.8,Sabina K.,2015,Drama,125,"Bosnia and Herzegovina, USA",Bosnian,Cristobal Krusen,Cristobal Krusen,Messenger Films,"Alena Dzebo, Ana Andelic, Mugdim Avdagic, Jelena Basic, Senad Basic, Enis Beslagic, Hasija Boric, Miodrag Brezo, Svjetlana Brezo, Ante Cash, Jasna Diklic, Admir Glamocak, Rijad Gvozden, Cristobal Krusen, Mirvad Kuric",6.4,101,NA,NA,NA,NA,3,1
tt3682770,"
25
","
141
",5.9,5.8,San cheng ji,2015,Drama,130,China,Mandarin,Mabel Cheung,"Mabel Cheung, Alex Law",Edko Films,"Ching Wan Lau, Wei Tang, Hailu Qin, Boran Jing, Jue Huang, Elaine Jin, Jianyi Li, Gang Jiao, Philip Chan, Jing Wu, Yindi Zhang, Gang Cai, Piggy Chan, Michelle Feneberg, Anthony Gavard",6,218,$ 12000000,NA,$ 1871119,NA,NA,7
tt3685022,"
69
","
196
",5,4.4,Sotto accusa - Bad Blood,2015,"Action, Drama, Thriller",87,USA,English,Adam Silver,Ryan Rothmaier,National Picture Show Entertainment,"Taylor Cole, Billy Miller, Brett Rickaby, Jeff Kober, Christine Adams, Carly Chaikin, Neil Brown Jr., Danielle Kennedy, Rif Hutton, Davis Desmond, Jessica Gardner, Helena Barrett, Dylan Manger, John Suazo, Jose Resoto",4.6,359,NA,NA,NA,NA,2,1
tt3685236,"
2,076
","
6,701
",5.5,5,Ibiza,2018,"Comedy, Romance",94,USA,English,Alex Richanbach,Lauryn Kahn,Gary Sanchez Productions,"Gwen Elizabeth Duchon, Gillian Jacobs, Michaela Watkins, Phoebe Robinson, Vanessa Bayer, Félix Gómez, Tea Vracic, Bojan Ban, Richard Madden, Tara Thaller, Marko Paradzik, Ivan Devcic, Jordi Mollà, Bozena Bilanovic, Coco Bolleboom",5.2,15123,NA,NA,NA,56,257,27
tt3685328,"
69
","
35
",6.4,4.3,How to Beat a Bully,2015,Family,84,USA,English,Doug Bilitch,"Marilyn Anderson, Richard Rossner",Dream Factory Entertainment,"Grant McLellan, Eric Lauritzen, Elise Angell, Ian Tucker, Bryan Yoshi Brown, Kade Pait, Vince Donvito, Micah Lyons, Griffen Beebe, Robert E. Weiner, Kenn Schmidt, Ed Dyer, Pamela Munro, Amy Lyndon, Pearce Joza",5.4,136,$ 1200000,NA,NA,NA,16,12
tt3685480,"
50
","
28
",5.2,5.6,The Networker,2015,"Comedy, Drama, Family",80,USA,English,John A. Gallagher,"Bill Brady, Rich Buyer",Stanulis Productions,"Steve Stanulis, William Forsythe, Sean Young, Stephen Baldwin, Deborah Twiss, Alysia Reiner, Jeremy Luke, Philip Moon, Al Sapienza, Natalie Knepp, Joseph D'Onofrio, Brian Vincent, Renoly Santiago, Victor Colicchio, Shenaz Treasury",7,211,NA,NA,NA,NA,6,3
tt3685490,"
42
","
47
",4.8,3.4,Avalanche,2018,"Comedy, Drama",83,USA,English,Todd L. Green,Todd L. Green,Lucky Otter Productions,"Stelio Savante, Autumn Withers, Gideon Emery, Timothy Brennen",3.7,118,NA,NA,NA,NA,9,1
tt3685554,"
43
","
228
",5.6,6.2,Alias María,2015,"Drama, War",91,"Colombia, Argentina, France",Spanish,José Luis Rugeles,Diego Vivanco,Rhayuela Cine,"Carlos Clavijo, Anderson Gomez, Carmenza González, Lola Lagos, Juan Carlos Ortega, Julio Pachón, Erik Ruiz, Karen Torres, Fabio Velazco",6.1,340,$ 1356000,NA,$ 2208,NA,1,23
tt3685622,"
273
","
1,305
",5.4,5.5,600 Millas,2015,"Drama, Thriller",85,"Mexico, USA","Spanish, English",Gabriel Ripstein,"Gabriel Ripstein, Gabriel Ripstein",Lucia Films,"Tim Roth, Kristyan Ferrer, Alan Carlson, Mónica Del Carmen, Jim Hayes, Craig Hensley, Noé Hernández, Harris Kendall, Greg Lutz, Orlando Moguel, Deirdre Moylan, Lisa Piikkila, Peyton Nikole Piper, Danny K. Ray, Fausto Olmos Rentería",5.4,2168,NA,NA,$ 282456,NA,20,39
tt3685818,"
12
","
293
",4,5.4,Viikossa aikuiseksi,2015,Comedy,90,Finland,Finnish,Johanna Vuoksenmaa,Johanna Vuoksenmaa,Dionysos Films,"Minttu Mustakallio, Taneli Mäkelä, Eppu Salminen, Iina Kuustonen, Minna Koskela, Essi Hellén, Jarkko Pajunen, Jarkko Niemi, Lauri Tanskanen, Annaleena Sipilä, Leoline Ragnar Rohkea IV, Mika Kujala, Maria Hannonen, Dodo Oltrecolli, Jouko Nivalinna",5.4,395,EUR 1500000,NA,$ 1140091,NA,NA,1
tt3686990,"
24
","
385
",7.2,7,Camino a La Paz,2015,Drama,92,"Argentina, Netherlands, Germany",Spanish,Francisco Varone,Francisco Varone,Gema Films,"Rodrigo De la Serna, Ernesto Suarez, Elisa Carricajo, María Canale, Alicia Palmes, Juan Alari, Hernan Perez, Khaled Hallar, Vanesa Maja, Emiliano Liuzzo, Eric Gysel Kaestner, Berta Gagliano, Mercedes Lía Hernandez, Gustavo Sanabria, Gastón Gandolfi",7,625,$ 650000,NA,$ 17,NA,1,20
tt3687304,"
435
","
883
",5.6,5.2,"Niente cambia, tutto cambia",2015,"Crime, Drama",95,"Canada, USA",English,Zachary Sluser,"Tom Drury, Zachary Sluser",Unified Pictures,"Anton Yelchin, Zooey Deschanel, John Hawkes, Alia Shawkat, Frank Langella, Ciarán Hinds, Aubrey Plaza, Benjamin Rogers, Primo Allon, Gary Hetherington, Lucia Frangione, Elika Portnoy, Amitai Marmorstein, Philip Granger, Duncan Ollerenshaw",5.3,1770,NA,NA,NA,NA,16,12
